code,name
BSE/BOM534312,MT EDUCARE LTD. EOD Prices
BSE/BOM534328,HEXA TRADEX LTD. EOD Prices
BSE/BOM534338,MAXHEIGHTS INFRASTRUCTURE LTD. EOD Prices
BSE/BOM534369,TRIBHOVANDAS BHIMJI ZAVERI LTD. EOD Prices
BSE/BOM534392,VARDHMAN SPECIAL STEELS LTD. EOD Prices
BSE/BOM534422,Looks Health Services Limited EOD Prices
BSE/BOM534425,SPECIALITY RESTAURANTS LTD. EOD Prices
BSE/BOM534532,Lypsa Gems & Jewellery Ltd EOD Prices
BSE/BOM534535,Bio Green Papers Ltd EOD Prices
BSE/BOM534563,MAX ALERT SYSTEMS LTD. EOD Prices
BSE/BOM534564,ASEEM GLOBAL LTD. EOD Prices
BSE/BOM534567,VKS PROJECTS LTD. EOD Prices
BSE/BOM534597,Rattanindia Enterprises Ltd EOD Prices
BSE/BOM534598,S.E. POWER LTD. EOD Prices
BSE/BOM534600,JTL INFRA LTD. EOD Prices
BSE/BOM534612,ADVANCE METERING TECHNOLOGY LTD. EOD Prices
BSE/BOM534615,NORTH EASTERN CARRYING CORPORATION LTD. EOD Prices
BSE/BOM534618,Sangam Renewables Ltd EOD Prices
BSE/BOM534623,JUPITER INFOMEDIA LTD. EOD Prices
BSE/BOM534639,VINAYAK POLYCON INTERNATIONAL LTD. EOD Prices
BSE/BOM534659,JOINTECA EDUCATION SOLUTIONS LTD. EOD Prices
BSE/BOM534674,Ducon Infratechnologies Ltd EOD Prices
BSE/BOM534675,Prozone Intu Properties Limited EOD Prices
BSE/BOM534680,SRG HOUSING FINANCE LTD. EOD Prices
BSE/BOM534690,LAKSHMI VILAS BANK LTD. EOD Prices
BSE/BOM534691,COMFORT COMMOTRADE LTD. EOD Prices
BSE/BOM534707,Aditri Industries Ltd EOD Prices
BSE/BOM534708,RCL RETAIL LTD. EOD Prices
BSE/BOM534711,Cinemax India Ltd. EOD Prices
BSE/BOM534731,BRONZE INFRA-TECH LTD. EOD Prices
BSE/BOM534732,INTELLIVATE CAPITAL ADVISORS LTD. EOD Prices
BSE/BOM534733,Supremex Shine Steels Ltd EOD Prices
BSE/BOM534734,Ram Minerals and Chemicals Ltd EOD Prices
BSE/BOM534740,Bhanot Construction & Housing Ltd. EOD Prices
BSE/BOM534741,VIRTUAL GLOBAL EDUCATION LTD. EOD Prices
BSE/BOM534742,ZUARI AGRO CHEMICALS LTD. EOD Prices
BSE/BOM534748,STEEL EXCHANGE INDIA LTD. EOD Prices
BSE/BOM534755,TRIO MERCANTILE & TRADING LTD. EOD Prices
BSE/BOM534756,TARA JEWELS LTD. EOD Prices
BSE/BOM534757,FOCUS INDUSTRIAL RESOURCES LTD. EOD Prices
BSE/BOM534758,CIGNITI TECHNOLOGIES LTD. EOD Prices
BSE/BOM534796,CDG Petchem Ltd EOD Prices
BSE/BOM534804,CARE Ratings Ltd EOD Prices
BSE/BOM534809,PC JEWELLER LTD. EOD Prices
BSE/BOM534816,Indus Towers Ltd EOD Prices
BSE/BOM534839,ECO FRIENDLY FOOD PROCESSING PARK LTD. EOD Prices
BSE/BOM534920,COVIDH TECHNOLOGIES LIMITED EOD Prices
BSE/BOM534927,ESTEEM BIO ORGANIC FOOD PROCESSING  LTD. EOD Prices
BSE/BOM534976,V-MART RETAIL LTD. EOD Prices
BSE/BOM535136,NIBE Ltd EOD Prices
BSE/BOM535141,SUNSTAR REALTY DEVELOPMENT LTD. EOD Prices
BSE/BOM535142,CHANNEL NINE ENTERTAINMENT LTD. EOD Prices
BSE/BOM535204,Mukta Agriculture Ltd EOD Prices
BSE/BOM535205,Pearl Electronics Ltd EOD Prices
BSE/BOM535217,HPC BIOSCIENCES LTD. EOD Prices
BSE/BOM535267,COMFORT FINCAP LTD. EOD Prices
BSE/BOM535276,SBI Mutual Fund - SBI Sensex ETF EOD Prices
BSE/BOM535279,BOTHRA METALS & ALLOYS LTD. EOD Prices
BSE/BOM535322,REPCO HOME FINANCE LTD. EOD Prices
BSE/BOM535387,LAKHOTIA POLYESTERS (INDIA) LTD. EOD Prices
BSE/BOM535431,GCM Securities Ltd EOD Prices
BSE/BOM535458,NRB INDUSTRIAL BEARINGS LTD. EOD Prices
BSE/BOM535466,SAMRUDDHI REALTY LTD. EOD Prices
BSE/BOM535467,ASHAPURA INTIMATES FASHION LTD. EOD Prices
BSE/BOM535486,DELTA LEASING & FINANCE LTD. EOD Prices
BSE/BOM535501,IDFC Equity Opportunity- Series 1- Regular Plan- Dividend EOD Prices
BSE/BOM535502,Idfc Equity Opportunity- Series 1- Direct Plan- Dividend EOD Prices
BSE/BOM535503,ROSELABS LTD. EOD Prices
BSE/BOM535514,PRIME CAPITAL MARKET LTD. EOD Prices
BSE/BOM535566,KIFS FINANCIAL SERVICES LTD. EOD Prices
BSE/BOM535601,SREELEATHERS LTD. EOD Prices
BSE/BOM535602,Sharda Motor Industries Ltd EOD Prices
BSE/BOM535620,BINNY MILLS LTD. EOD Prices
BSE/BOM535621,S V GLOBAL MILL LTD. EOD Prices
BSE/BOM535647,SDC Techmedia Ltd EOD Prices
BSE/BOM535648,JUST DIAL LTD. EOD Prices
BSE/BOM535657,OBJECTONE INFORMATION SYSTEMS LTD. EOD Prices
BSE/BOM535658,PAWANSUT HOLDINGS LTD. EOD Prices
BSE/BOM535667,INDIA FINSEC LTD. EOD Prices
BSE/BOM535693,BRAHMAPUTRA INFRASTRUCTURE LTD. EOD Prices
BSE/BOM535694,EDYNAMICS SOLUTIONS LTD. EOD Prices
BSE/BOM535719,Quest Softech (India) Ltd EOD Prices
BSE/BOM535729,Motilalbbph EOD Prices
BSE/BOM535730,Khoobsurat Ltd EOD Prices
BSE/BOM535754,Orient Cement Ltd EOD Prices
BSE/BOM535755,Aditya Birla Fashion and Retail Ltd EOD Prices
BSE/BOM535789,Indiabulls Housing Finance Ltd EOD Prices
BSE/BOM535790,Aptechbbph EOD Prices
BSE/BOM535910,Money Masters Leasing & Finance Ltd EOD Prices
BSE/BOM535916,Alacrity Securities Ltd EOD Prices
BSE/BOM535917,GCM Commodity & Derivatives Ltd EOD Prices
BSE/BOM535958,Integra Garments And Textiles Ltd EOD Prices
BSE/BOM536073,Silverpoint Infratech Ltd EOD Prices
BSE/BOM536105,Geshipbbph EOD Prices
BSE/BOM536128,VKJ Infradevelopers Ltd EOD Prices
BSE/BOM536161,Nitinbbph EOD Prices
BSE/BOM536170,Kushal Ltd EOD Prices
BSE/BOM536264,Tiger Logistics (India) Ltd EOD Prices
BSE/BOM536456,R J Bio-Tech Ltd EOD Prices
BSE/BOM536492,Ace Tours Worldwide Ltd EOD Prices
BSE/BOM536493,JK Agri Genetics Ltd EOD Prices
BSE/BOM536507,Future Lifestyle Fashions Ltd EOD Prices
BSE/BOM536565,Trimurthi Ltd EOD Prices
BSE/BOM536591,Garwarbbph EOD Prices
BSE/BOM536592,Satkar Finlease Ltd EOD Prices
BSE/BOM536644,Newever Trade Wings Ltd EOD Prices
BSE/BOM536659,PVV Infra Ltd EOD Prices
BSE/BOM536666,Star Ferro and Cement Ltd EOD Prices
BSE/BOM536671,Subh Tex (India) Ltd EOD Prices
BSE/BOM536672,VCU Data Management Ltd EOD Prices
BSE/BOM536709,IND Renewable Energy Ltd EOD Prices
BSE/BOM536710,S R G Securities Finance Ltd EOD Prices
BSE/BOM536737,Amrapali Capital and Finance Services Ltd EOD Prices
BSE/BOM536738,Stellar Capital Services Ltd EOD Prices
BSE/BOM536751,Five X Tradecom Ltd EOD Prices
BSE/BOM536773,Jindal Poly Investment and Finance Company Ltd EOD Prices
BSE/BOM536799,SRS Finance Ltd EOD Prices
BSE/BOM536820,Boston Teknowsys (India) Ltd EOD Prices
BSE/BOM536846,Yuranus Infrastructure Ltd EOD Prices
BSE/BOM536868,Integra Telecommunication & Software Ltd EOD Prices
BSE/BOM536960,Motilal Oswal Mutual Fund - Motilal Oswal MOSt Shares Midcap 100 ETF- Growth option EOD Prices
BSE/BOM536965,B. P. Capital Ltd EOD Prices
BSE/BOM536974,Captain Polyplast Ltd EOD Prices
BSE/BOM536992,Reliance Mutual Fund - Reliance Close Ended Equity Fund- Series A - Direct Plan Dvdnd Pyot Optin EOD Prices
BSE/BOM536993,Reliance Mutual Fund- Reliance Close Ended Equity Fund- Series A - Direct Plan  Growth Option EOD Prices
BSE/BOM536994,Reliance Mutual Fund- Reliance Close Ended Equity Fund- Series A - Dividend Payout Option EOD Prices
BSE/BOM536995,Reliance Mutual Fund- Reliance Close Ended Equity Fund- Series A - Growth Option EOD Prices
BSE/BOM537007,ICICI Prudential Nifty ETF EOD Prices
BSE/BOM537008,ICICI Prudential Nifty 100 ETF EOD Prices
BSE/BOM537068,Satya Miners & Transporters Ltd EOD Prices
BSE/BOM537069,Arnold Holdings Ltd EOD Prices
BSE/BOM537092,Modex International Securities Ltd EOD Prices
BSE/BOM537119,Tentiwala Metal Products Ltd EOD Prices
BSE/BOM537198,Reliance Mutual Fund - Reliance Close Ended Equity Fund- Series B - Direct Plan Dividend Payo O EOD Prices
BSE/BOM537199,Reliance Mutual Fund- Reliance Close Ended Equity Fund- Series B - Direct Plan Growth Option EOD Prices
BSE/BOM537200,Reliance Mutual Fund- Reliance Close Ended Equity Fund- Series B - Dividend Payout Option EOD Prices
BSE/BOM537201,Reliance Mutual Fund- Reliance Close Ended Equity Fund- Series B - Growth Option EOD Prices
BSE/BOM537253,Sunil Healthcare Ltd EOD Prices
BSE/BOM537254,RCI Industries & Technologies Ltd EOD Prices
BSE/BOM537259,Suyog Telematics Ltd EOD Prices
BSE/BOM537291,Nath Bio-Genes (India) Ltd EOD Prices
BSE/BOM537292,Agri- Tech (India) Ltd EOD Prices
BSE/BOM537326,Chemtech Industrial Valves Ltd EOD Prices
BSE/BOM537392,Taaza International Ltd EOD Prices
BSE/BOM537411,Idfc Mutual Fund- Idfc Equity Opportunity- Series 2 - Regular Plan- Dividend EOD Prices
BSE/BOM537412,Idfc Mutual Fund - Idfc Equity Opportunity- Series 2 - Direct Plan- Dividend EOD Prices
BSE/BOM537483,NIPPON INDIA ETF NIFTY 100 EOD Prices
BSE/BOM537484,Reliance Mutual Fund - R Shares Nifty ETF EOD Prices
BSE/BOM537492,Agrimony Commodities Ltd EOD Prices
BSE/BOM537524,Viaan Industries Ltd EOD Prices
BSE/BOM537536,Denis Chem Lab Ltd EOD Prices
BSE/BOM537573,Polymac Thermoformers Ltd EOD Prices
BSE/BOM537582,Unishire Urban Infra Ltd EOD Prices
BSE/BOM537644,Birla Sun Life Mutual Fund- Birla Sun Life Focused Equity Fund - Series 1 - Regular Plan - Growth EOD Prices
BSE/BOM537645,Birla Sun Life Mutual Fund- Birla Sun Life Focused Equity Fund-series 1-regular Plan-divind Payot EOD Prices
BSE/BOM537646,Birla Sun Life Mutual Fund - Birla Sun Life Focused Equity Fund - Series 1 - Direct Plan - Growth EOD Prices
BSE/BOM537647,Birla Sun Life Mutual Fund - Birla Sun Life Focused Equity Fund-Series 1-Direct Plan-Dividnd Payot EOD Prices
BSE/BOM537648,ICICI Prudential Mutual Fund - ICICI Prudential Equity Savings Fund Series 1-Reglr Plan Cumulative EOD Prices
BSE/BOM537649,ICICI Prudential Mutual Fund - ICICI Prudential Equity Savings Fund Series 1-Regular Plan Dividend EOD Prices
BSE/BOM537650,Icici Prudential Mutual Fund - Icici Prudential Equity Savings Fund Series 1-direct Plan Cumulative EOD Prices
BSE/BOM537651,Icici Prudential Mutual Fund - Icici Prudential Equity Savings Fund Series 1 - Direct Plan Dividend EOD Prices
BSE/BOM537669,Laxmipati Engineering Works Ltd EOD Prices
BSE/BOM537700,Idfc Mutual Fund- Idfc Equity Opportunity- Series 3 - Regular Plan- Dividend EOD Prices
BSE/BOM537701,Idfc Mutual Fund - Idfc Equity Opportunity- Series 3 - Direct Plan- Dividend EOD Prices
BSE/BOM537707,ETT Ltd EOD Prices
BSE/BOM537708,Kotak Mahindra Mutual Fund - Kotak Nifty ETF EOD Prices
BSE/BOM537709,Shree Hanuman Sugar & Industries Ltd EOD Prices
BSE/BOM537750,Kiran Vyapar Ltd EOD Prices
BSE/BOM537766,B.C. Power Controls Ltd EOD Prices
BSE/BOM537784,Karnimata Cold Storage Ltd EOD Prices
BSE/BOM537785,Race Eco Chain Ltd EOD Prices
BSE/BOM537820,Viji Finance Ltd EOD Prices
BSE/BOM537839,Phoenix Township Ltd EOD Prices
BSE/BOM537840,Raunaq EPC International Ltd EOD Prices
BSE/BOM537866,HDFC Mutual Fund - HDFC Rajiv Gandhi Equity Savings Scheme - Series 2 - Regular Plan - G O EOD Prices
BSE/BOM537867,HDFC Mutual Fund - HDFC Rajiv Gandhi Equity Savings Scheme - Series 2-Regular Plan- D P O EOD Prices
BSE/BOM537868,Hdfc Mutual Fund - Hdfc Rajiv Gandhi Equity Savings Scheme - Series 2- Direct Plan- Growth O EOD Prices
BSE/BOM537869,Hdfc Mutual Fund - Hdfc Rajiv Gandhi Equity Savings Scheme - Series 2- Direct Plan- Dvdd P O EOD Prices
BSE/BOM537922,Icici Prudential Value Fund Series 3(regular Dividend Option) EOD Prices
BSE/BOM537923,Icici Prudential Value Fund Series 3(direct Dividend Option) EOD Prices
BSE/BOM537954,Shri Krishna Prasadam Ltd EOD Prices
BSE/BOM537958,LIC MF RGESS Fund Series- 2 Regular Plan Growth Option EOD Prices
BSE/BOM537959,Lic Mf Rgess Fund Series 2 Regular Plan Dividend Payout Option EOD Prices
BSE/BOM537960,Lic Mf Rgess Fund Series 2 Direct Plan Growth Option EOD Prices
BSE/BOM537961,Lic Mf Rgess Fund Series 2 Direct Plan Dividend Payout Option EOD Prices
BSE/BOM538015,Birla Sun Life Mutual Fund- Birla Sun Life Focused Equity Fund - Series 2 - Regular Plan - Growth EOD Prices
BSE/BOM538016,Birla Sun Life Mutual Fund- Birla Sun Life Focused Equity Fund - Series 2 - Regular Plan - D P EOD Prices
BSE/BOM538017,Birla Sun Life Mutual Fund- Birla Sun Life Focused Equity Fund - Series 2 - Direct Plan - Growth EOD Prices
BSE/BOM538018,Birla Sun Life Mutual Fund- Birla Sun Life Focused Equity Fund - Series 2 - Direct Plan-dividend P EOD Prices
BSE/BOM538019,Oceanaa Biotek Industries Ltd EOD Prices
BSE/BOM538057,CPSE ETF EOD Prices
BSE/BOM538081,Haria Apparels Ltd EOD Prices
BSE/BOM538092,Joonktollee Tea & Industries Ltd EOD Prices
BSE/BOM538119,R&B Denims Ltd EOD Prices
BSE/BOM538128,Womens Next Loungeries Ltd EOD Prices
BSE/BOM538180,Gold Line International Finvest Ltd EOD Prices
BSE/BOM538212,Sharp Investments Ltd EOD Prices
BSE/BOM538268,Wonderla Holidays Ltd EOD Prices
BSE/BOM538273,Response Informatics Ltd EOD Prices
BSE/BOM538287,Tarang Projects & Consultant Ltd EOD Prices
BSE/BOM538295,Kausambi Vanijya Ltd EOD Prices
BSE/BOM538309,Ipru2365 EOD Prices
BSE/BOM538310,IPRU2366 EOD Prices
BSE/BOM538311,Ipru8565 EOD Prices
BSE/BOM538312,Ipru8566 EOD Prices
BSE/BOM538319,GCM Capital Advisors Ltd EOD Prices
BSE/BOM538351,A.F. Enterprises Ltd EOD Prices
BSE/BOM538364,Birdhi Chand Pannalal Agencies Ltd EOD Prices
BSE/BOM538365,Incredible Industries Ltd EOD Prices
BSE/BOM538382,West Leisure Resorts Ltd EOD Prices
BSE/BOM538395,Nam Securities Ltd EOD Prices
BSE/BOM538401,Maestros Electronics & Telecommunications Systems Ltd EOD Prices
BSE/BOM538402,SPS Finquest Ltd EOD Prices
BSE/BOM538418,Reliance Close Ended Equity Fund Ii- Series A - Direct Plan Dividend Payout Option EOD Prices
BSE/BOM538419,Reliance Close Ended Equity Fund II- Series A - Direct Plan Growth Option EOD Prices
BSE/BOM538420,Reliance Close Ended Equity Fund II- Series A - Dividend Payout Option EOD Prices
BSE/BOM538421,Reliance Close Ended Equity Fund II- Series A - Growth Option EOD Prices
BSE/BOM538422,Jackson Investments Ltd EOD Prices
BSE/BOM538432,Divinus Fabrics Ltd EOD Prices
BSE/BOM538433,Classic Global Finance & Capital Ltd EOD Prices
BSE/BOM538446,Moneyboxx Finance Ltd EOD Prices
BSE/BOM538450,Dhyana Finstock Ltd EOD Prices
BSE/BOM538451,Worth Investment & Trading Co Ltd EOD Prices
BSE/BOM538452,Quasar India Ltd EOD Prices
BSE/BOM538464,Thirani Projects Ltd EOD Prices
BSE/BOM538465,Amarnath Securities Ltd EOD Prices
BSE/BOM538476,Capital Trade Links Ltd EOD Prices
BSE/BOM538496,Tarini International Ltd EOD Prices
BSE/BOM538501,ICICI Prudential Growth Fund Series 1 (Regular Dividend Payout) EOD Prices
BSE/BOM538502,Icici Prudential Growth Fund Series 1 (direct Dividend Option) EOD Prices
BSE/BOM538504,Creative Merchants Ltd EOD Prices
BSE/BOM538520,Shivamshree Businesses Ltd EOD Prices
BSE/BOM538521,Crown Tours Ltd EOD Prices
BSE/BOM538537,Omansh Enterprises Ltd EOD Prices
BSE/BOM538539,J. Taparia Projects Ltd EOD Prices
BSE/BOM538540,Ramchandra Leasing & Finance Ltd EOD Prices
BSE/BOM538542,Gold Coin Health Foods Ltd EOD Prices
BSE/BOM538546,Bansal Roofing Products Ltd EOD Prices
BSE/BOM538547,Oasis Tradelink Ltd EOD Prices
BSE/BOM538548,Vitan Agro Industries Ltd EOD Prices
BSE/BOM538556,Arman Holdings Ltd EOD Prices
BSE/BOM538557,Sai Baba Investment And Commercial Enterprises Ltd EOD Prices
BSE/BOM538562,Skipper Ltd EOD Prices
BSE/BOM538563,Adarsh Mercantile Ltd EOD Prices
BSE/BOM538564,James Warren Tea Ltd EOD Prices
BSE/BOM538565,Vistar Amar Ltd EOD Prices
BSE/BOM538566,Apollo Tricoat Tubes Ltd EOD Prices
BSE/BOM538567,Gulf Oil Lubricants India Ltd EOD Prices
BSE/BOM538568,Fruition Venture Ltd EOD Prices
BSE/BOM538569,Triveni Enterprises Ltd EOD Prices
BSE/BOM538570,Achal Investments Ltd EOD Prices
BSE/BOM538575,Solis Marketing Ltd EOD Prices
BSE/BOM538576,Bhanderi Infracon Ltd EOD Prices
BSE/BOM538577,ICICI Prudential Growth Fund Series 2 (Regular Plan - Dividend Payout Option) EOD Prices
BSE/BOM538578,Icici Prudential Growth Fund Series 2 (direct Plan - Dividend Payout Option) EOD Prices
BSE/BOM538579,Trivikrama Industries Ltd EOD Prices
BSE/BOM538591,Reliance Mutual Fund - Reliance Capital Builder Fund- Series A - Direct Plan Dividend Payout Optio EOD Prices
BSE/BOM538592,Reliance Mutual Fund- Reliance Capital Builder Fund- Series A - Direct Plan Growth Option EOD Prices
BSE/BOM538593,Reliance Mutual Fund- Reliance Capital Builder Fund- Series A - Dividend Payout Option EOD Prices
BSE/BOM538594,Reliance Mutual Fund- Reliance Capital Builder Fund- Series A - Growth Option EOD Prices
BSE/BOM538595,Gloster Ltd EOD Prices
BSE/BOM538596,Quantum Build-Tech Ltd EOD Prices
BSE/BOM538597,TTI Enterprise Ltd EOD Prices
BSE/BOM538598,Vishal Fabrics Ltd EOD Prices
BSE/BOM538607,Toyam Industries Ltd EOD Prices
BSE/BOM538609,Gajanan Securities Services Ltd EOD Prices
BSE/BOM538610,Unison Metals Ltd EOD Prices
BSE/BOM538611,Real Touch Finance Ltd EOD Prices
BSE/BOM538630,Reliance Mutual Fund - Reliance Capital Builder Fund- Series B - Direct Dvdnd Plan- Dvdnd Pyot O EOD Prices
BSE/BOM538631,Reliance Mutual Fund- Reliance Capital Builder Fund- Series B - Direct Growth Plan- Growth Option EOD Prices
BSE/BOM538632,Reliance Mutual Fund- Reliance Capital Builder Fund- Series B - Dividend Plan-dividend Pyut Otin EOD Prices
BSE/BOM538633,NIPPON INDIA MUTUAL FUND - NIPPON INDIA MUTUAL FUND  Capital Builder Fund- Series B - Growth Plan- Growth Option EOD Prices
BSE/BOM538634,Vasundhara Rasayans Ltd EOD Prices
BSE/BOM538635,Snowman Logistics Ltd EOD Prices
BSE/BOM538646,QGO Finance Ltd EOD Prices
BSE/BOM538647,Purshottam Investofin Ltd EOD Prices
BSE/BOM538648,Icici Prudential Value Fund Series 5 (regular Cumulative Option) EOD Prices
BSE/BOM538649,ICICI Prudential Value Fund Series 5 (Regular Dividend Option) EOD Prices
BSE/BOM538650,Icici Prudential Value Fund Series 5 (direct Cumulative Option) EOD Prices
BSE/BOM538651,Icici Prudential Value Fund Series 5 (direct Dividend Option) EOD Prices
BSE/BOM538652,Hind Commerce Ltd EOD Prices
BSE/BOM538653,Ejecta Marketing Ltd EOD Prices
BSE/BOM538666,Sharda Cropchem Ltd EOD Prices
BSE/BOM538667,Sirohia & Sons Ltd EOD Prices
BSE/BOM538668,Naysaa Securities Ltd EOD Prices
BSE/BOM538674,City Online Services Ltd EOD Prices
BSE/BOM538683,NIPPON INDIA ETF SENSEX EOD Prices
BSE/BOM538684,Encash Entertainment Ltd EOD Prices
BSE/BOM538685,Shemaroo Entertainment Ltd EOD Prices
BSE/BOM538706,Ultracab (India) Ltd EOD Prices
BSE/BOM538707,Rajasthan Cylinders & Containers Ltd EOD Prices
BSE/BOM538708,Econo Trade (India) Ltd EOD Prices
BSE/BOM538709,SBI Equity Opportunities Fund - Series I- Regular Plan -Growth EOD Prices
BSE/BOM538710,SBI Equity Opportunities Fund - Series I-Regular Plan- Dividend Payout EOD Prices
BSE/BOM538711,Sbi Equity Opportunities Fund - Series I-direct Plan -growth EOD Prices
BSE/BOM538712,Sbi Equity Opportunities Fund - Series I-direct Plan - Dividend Payout EOD Prices
BSE/BOM538713,Atishay Ltd EOD Prices
BSE/BOM538714,Suchitra Finance & Trading Company Ltd EOD Prices
BSE/BOM538715,Dhabriya Polywood Ltd EOD Prices
BSE/BOM538716,Aryaman Capital Markets Ltd EOD Prices
BSE/BOM538717,Reliance Capital Builder Fund- Series C - Direct Dividend Plan- Dividend Payout Option EOD Prices
BSE/BOM538718,Reliance Capital Builder Fund- Series C - Direct Growth Plan- Growth Option EOD Prices
BSE/BOM538719,Reliance Mutual Fund- Reliance Capital Builder Fund- Series C - Dividend Plan-Dividend P O EOD Prices
BSE/BOM538720,Reliance Capital Builder Fund- Series C - Growth Plan- Growth Option EOD Prices
BSE/BOM538728,ICICI Prudential Growth Fund Series 3 (Regular Plan - Dividend Payout Option) EOD Prices
BSE/BOM538729,Icici Prudential Growth Fund Series 3 (direct Plan - Dividend Payout Option) EOD Prices
BSE/BOM538730,PDS Multinational Fashions Ltd EOD Prices
BSE/BOM538731,Hanman Fit Ltd EOD Prices
BSE/BOM538732,Vibrant Global Capital Ltd EOD Prices
BSE/BOM538733,Starlit Power Systems Ltd EOD Prices
BSE/BOM538734,Ceinsys Tech Ltd EOD Prices
BSE/BOM538742,Panache Innovations Ltd EOD Prices
BSE/BOM538743,Mudunuru Ltd EOD Prices
BSE/BOM538755,Aditya Birla Sun Life FOCUSED EQUITY FUND - SERIES 3 REGULAR GROWTH EOD Prices
BSE/BOM538756,Aditya Birla Sun Life Focused Equity Fund - Series 3 Regular Dividend EOD Prices
BSE/BOM538757,Aditya Birla Sun Life Focused Equity Fund - Series 3 Direct Growth EOD Prices
BSE/BOM538758,Aditya Birla Sun Life Focused Equity Fund - Series 3 Direct Dividend EOD Prices
BSE/BOM538763,ICICI Prudential Growth Fund Series 4 (Regular Plan - Dividend Payout Option) EOD Prices
BSE/BOM538764,Icici Prudential Growth Fund Series 4 (direct Plan - Dividend Payout Option) EOD Prices
BSE/BOM538765,JLA Infraville Shoppers Ltd EOD Prices
BSE/BOM538770,Crane Infrastructure Ltd EOD Prices
BSE/BOM538771,Pincon Spirit Ltd EOD Prices
BSE/BOM538772,Niyogin Fintech Ltd EOD Prices
BSE/BOM538777,Asia Capital Ltd EOD Prices
BSE/BOM538778,Akashdeep Metal Industries Ltd EOD Prices
BSE/BOM538786,Citizen Infoline Ltd EOD Prices
BSE/BOM538787,Goenka Business & Finance Ltd EOD Prices
BSE/BOM538788,Gilada Finance & Investments Ltd EOD Prices
BSE/BOM538789,Budge Budge Company Ltd EOD Prices
BSE/BOM538793,Tej Infoways Ltd EOD Prices
BSE/BOM538794,Jet Infraventure Ltd EOD Prices
BSE/BOM538795,Shree Ajit Pulp And Paper Ltd EOD Prices
BSE/BOM538808,DSP BlackRock 3 Years Close Ended Equity Fund-Regular- Growth EOD Prices
BSE/BOM538809,DSP BlackRock 3 Years Close Ended Equity Fund-Regular- Dividend Payout EOD Prices
BSE/BOM538810,Dsp Blackrock 3 Years Close Ended Equity Fund- Direct Plan - Growth EOD Prices
BSE/BOM538811,Dsp Blackrock 3 Years Close Ended Equity Fund-direct Plan - Dividend Payout EOD Prices
BSE/BOM538812,Aanchal Ispat Ltd EOD Prices
BSE/BOM538817,Captain Pipes Ltd EOD Prices
BSE/BOM538818,SBI Equity Opportunities Fund - Series II-Regular Plan -Growth EOD Prices
BSE/BOM538819,Sbi Equity Opportunities Fund - Series Ii-regular Plan- Dividend Payout EOD Prices
BSE/BOM538820,Sbi Equity Opportunities Fund - Series Ii-direct Plan -growth EOD Prices
BSE/BOM538821,Sbi Equity Opportunities Fund - Series Ii-direct Plan - Dividend Payout EOD Prices
BSE/BOM538833,Anubhav Infrastructure Ltd EOD Prices
BSE/BOM538834,Meenakshi Enterprises Ltd EOD Prices
BSE/BOM538835,Intellect Design Arena Ltd EOD Prices
BSE/BOM538836,Monte Carlo Fashions Ltd EOD Prices
BSE/BOM538837,Jeevan Scientific Technology Ltd EOD Prices
BSE/BOM538838,Indo Cotspin Ltd EOD Prices
BSE/BOM538841,Aditya Birla Sun Life FOCUSED EQUITY FUND - SERIES 4 REGULAR GROWTH EOD Prices
BSE/BOM538842,Aditya Birla Sun Life Focused Equity Fund - Series 4 Regular Dividend EOD Prices
BSE/BOM538843,Aditya Birla Sun Life Focused Equity Fund - Series 4 Direct Growth EOD Prices
BSE/BOM538844,Aditya Birla Sun Life Focused Equity Fund - Series 4 Direct Dividend EOD Prices
BSE/BOM538853,Reliance Capital Builder Fund Ii - Series A - Direct Plan Dividend Payout Option EOD Prices
BSE/BOM538854,Reliance Capital Builder Fund Ii - Series A - Direct Plan Growth Option EOD Prices
BSE/BOM538855,Reliance Capital Builder Fund II - Series A -  Dividend Payout Option EOD Prices
BSE/BOM538856,Reliance Capital Builder Fund II - Series A -  Growth Option EOD Prices
BSE/BOM538857,Scintilla Commercial & Credit Ltd EOD Prices
BSE/BOM538858,Camson Bio Technologies Ltd EOD Prices
BSE/BOM538860,Panafic Industrials Ltd EOD Prices
BSE/BOM538861,Amsons Apparels Ltd EOD Prices
BSE/BOM538862,My Money Securities Ltd EOD Prices
BSE/BOM538863,Sri Amarnath Finance Ltd EOD Prices
BSE/BOM538868,Continental Securities Ltd EOD Prices
BSE/BOM538873,Winy Commercial & Fiscal Services Ltd EOD Prices
BSE/BOM538874,Nexus Surgical And Medicare Ltd EOD Prices
BSE/BOM538875,Sellwin Traders Ltd EOD Prices
BSE/BOM538876,S T Services Ltd EOD Prices
BSE/BOM538881,Galada Finance Ltd EOD Prices
BSE/BOM538882,Emerald Leasing Finance & Investment Company Ltd EOD Prices
BSE/BOM538890,M.K. Exim (India) Ltd EOD Prices
BSE/BOM538891,Magellanic Cloud Ltd EOD Prices
BSE/BOM538892,ICICI Prudential Growth Fund Series 6 (Regular Plan - Dividend Payout) EOD Prices
BSE/BOM538893,Icici Prudential Growth Fund Series 6 (direct Plan - Dividend Payout) EOD Prices
BSE/BOM538894,Octal Credit Capital Ltd EOD Prices
BSE/BOM538895,Mihika Industries Ltd EOD Prices
BSE/BOM538896,Kanchi Karpooram Ltd EOD Prices
BSE/BOM538897,Shri Niwas Leasing And Finance Ltd EOD Prices
